nofinesset;nofinessej;rs;rslongue;numvoie;typvoie;voie;compvoie;lieuditbp;commune;departement;libdepartement;ligneachimenement;libcategetab;libcategagretab;codeape;codemft;libmft;codesph;libsph;ville
620025403;620100685;HJ PSY INFANTO-JUV CH LENS;;;R;AUGUSTE LEFEBVRE;;;498.0;62;PAS DE CALAIS;62300 LENS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LENS
620026252;620100685;"CENTRE DE SANTE MENTALE ""JB PUSSIN""";CENTRE DE SANTE MENTALE JEAN-BAPTISTE PUSSIN;;R;VINCENT AURIOL;;;498.0;62;PAS DE CALAIS;62300 LENS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LENS
620032383;620100057;HOPITAL DE JOUR PSYCHIATRIQUE;HOPITAL DE JOUR DE PSYCHIATRIE CH ARRAS;25.0;R;DU SAUMON;;;41.0;62;PAS DE CALAIS;62000 ARRAS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARRAS
620033662;620103440;CENTRE DE PSYCHOTHÉRAPIE;CENTRE DE PSYCHOTHÉRAPIE DU CH DE BOULOGNE;100.0;R;FRANÇOIS BOULANGER;;;758.0;62;PAS DE CALAIS;62280 ST MARTIN BOULOGNE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST MARTIN BOULOGNE
620033753;620103440;ETABLISSEMENT SITE CHAM;ETABLISSEMENT SITE CH ARRONDISSEMENT DE MONTREUIL;140.0;CHE;DÉPARTEMENTAL 191;;CS 70008;688.0;62;PAS DE CALAIS;62180 RANG DU FLIERS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;RANG DU FLIERS
620033829;620103440;HEMODIALYSE SITE CH CALAIS;HEMODIALYSE SITE CH CALAIS;1601.0;BD;DES JUSTES;;BP 339;193.0;62;PAS DE CALAIS;62107 CALAIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CALAIS
620034058;620100057;SSR CH ARRAS;SSR POUR PERSONNES AGÉES CH ARRAS;;AV;DE L'HIPPODROME;;;263.0;62;PAS DE CALAIS;62000 DAINVILLE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DAINVILLE
620035501;620100057;CLINIQUE ELOÏSE CORBAZ;;57.0;AV;WINSTON CHURCHILL;;CS 90006;41.0;62;PAS DE CALAIS;62022 ARRAS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARRAS
620102053;620103440;CTRE SOINS SUITE CH BOULOGNE-SUR-MER;SERVICE DE MOYEN SEJOUR HOPITAL DE BOULOGNE SUR MER;87.0;R;DE LA PAIX;;;160.0;62;PAS DE CALAIS;62321 BOULOGNE SUR MER CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOULOGNE SUR MER
620105957;620100081;USLD DU CENTRE HOSPITALIER DU TERNOIS;CENTRE HOSPITALIER DU TERNOIS  - SERVICE USLD;;R;D'HESDIN;;BP 90079;767.0;62;PAS DE CALAIS;62165 ST POL SUR TERNOISE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST POL SUR TERNOISE
620108217;620103440;CENTRE PLANIFICATION EDUC FAM;CENTRE PLANIFICATION ET D'EDUCATION FAMILIALE;1.0;PL;NAVARIN;;;160.0;62;PAS DE CALAIS;62200 BOULOGNE SUR MER;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOULOGNE SUR MER
620108365;620100685;HJ PSY ADULTES D'AVION - CH LENS;HOPITAL DE JOUR AVION ( C.H LENS );;R;FALCONNET;;;65.0;62;PAS DE CALAIS;62210 AVION;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AVION
620110809;620101337;CENTRE PLANIFICATION EDUC FAM;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE;64.0;R;VERTE;;;193.0;62;PAS DE CALAIS;62107 CALAIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CALAIS
620111112;620103432;CENTRE PLANIFICATION & EDUC FAM - CHAM;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE DU CHAM;;IMP;CARNOT;;;108.0;62;PAS DE CALAIS;62600 BERCK;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BERCK
620111963;620100057;CENTRE PLANIFICATION EDUC FAM;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE;57.0;AV;WINSTON CHURCHILL;;;41.0;62;PAS DE CALAIS;62022 ARRAS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARRAS
620115048;620100081;CENTRE PLANIFICATION EDUC FAM;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE;;R;D'HESDIN;;;767.0;62;PAS DE CALAIS;62130 ST POL SUR TERNOISE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST POL SUR TERNOISE
620119941;620103432;HOP JOUR CAMPAGNE LÈS HESDIN - CHAM;HOPITAL PSY DE JOUR CAMPAGNE LÈS HESDIN - CHAM;404.0;R;DANIEL RANGER;;;204.0;62;PAS DE CALAIS;62870 CAMPAGNE LES HESDIN;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CAMPAGNE LES HESDIN
620119958;620103432;HJ PSY ADULT BERCK CH ARROND MONTREUIL;UNITE DE PSYCHIATRIE DE JOUR A BERCK SUR MER;36.0;R;SIMON DUBOIS;;;108.0;62;PAS DE CALAIS;62600 BERCK;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BERCK
630000016;630180032;CH DU MONT DORE;CENTRE HOSPITALIER DU MONT DORE;2.0;R;CAPITAINE CHAZOTTE;;BP 107;236.0;63;PUY DE DOME;63240 LE MONT DORE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LE MONT DORE
630000149;630780302;CH ETIENNE CLEMENTEL;"CENTRE MEDICAL ""ETIENNE CLEMENTEL """;;;;;;150.0;63;PUY DE DOME;63530 ENVAL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ENVAL
630000412;630780997;CH D'AMBERT;CENTRE HOSPITALIER D'AMBERT;14.0;AV;GEORGES CLEMENCEAU;;;3.0;63;PUY DE DOME;63600 AMBERT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AMBERT
630000420;630781003;CH PAUL ARDIER ISSOIRE;CENTRE HOSPITALIER PAUL ARDIER ISSOIRE;13.0;R;DU DR SAUVAT;;;178.0;63;PUY DE DOME;63503 ISSOIRE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ISSOIRE
630000438;630781011;CH DE RIOM;CENTRE HOSPITALIER DE RIOM;79.0;BD;ETIENNE CLEMENTEL;;BP 167;300.0;63;PUY DE DOME;63200 RIOM;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;RIOM
630000446;630781029;CH DE THIERS;CENTRE HOSPITALIER DE THIERS;;RTE;DE FAU;;BP 89;430.0;63;PUY DE DOME;63307 THIERS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;THIERS
630000560;630781367;CH BILLOM;CENTRE HOSPITALIER DE BILLOM;3.0;BD;SAINT ROCH;;BP 43;40.0;63;PUY DE DOME;63160 BILLOM;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BILLOM
640000162;640780417;CH DE LA COTE BASQUE - BAYONNE;CENTRE HOSPITALIER INTERCOMMUNAL DE LA COTE BASQUE;13.0;AV;DE L'INTERNE JACQUES LOEB;;BP 8;102.0;64;PYRENEES ATLANTIQUES;64109 BAYONNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAYONNE
640000402;640780813;CENTRE HOSPITALIER D'ORTHEZ;CENTRE HOSPITALIER ORTHEZ;;R;DU MOULIN;;BP 118;430.0;64;PYRENEES ATLANTIQUES;64300 ORTHEZ;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ORTHEZ
640000410;640780821;CENTRE HOSPITALIER OLORON;CENTRE HOSPITALIER OLORON;;AV;DR FLEMING;;BP 160;422.0;64;PYRENEES ATLANTIQUES;64404 OLORON STE MARIE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;OLORON STE MARIE
640000428;640780839;CENTRE HOSPITALIER DE MAULEON;CENTRE HOSPITALIER DE MAULEON;4.0;AV;DE TREVILLE;;;371.0;64;PYRENEES ATLANTIQUES;64130 MAULEON SOULE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MAULEON SOULE
640000600;640781290;CENTRE HOSPITALIER DE PAU;CENTRE HOSPITALIER DE PAU;4.0;BD;HAUTERIVE;;BP 1156;445.0;64;PYRENEES ATLANTIQUES;64046 PAU CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PAU
640017646;640017638;CENTRE HOSPITALIER DE SAINT-PALAIS;CENTRE HOSPITALIER DE SAINT-PALAIS;;AV;FREDERIC DE SAINT-JAYME;;;493.0;64;PYRENEES ATLANTIQUES;64120 ST PALAIS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST PALAIS
640018412;640780417;CH DE LA COTE BASQUE - SITE LORMAND;CH DE LA COTE BASQUE - SITE LORMAND;;CHE;DE L'ABBE EDOUARD CESTAC;;;102.0;64;PYRENEES ATLANTIQUES;64100 BAYONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAYONNE
640018420;640780417;CHCB - HOPITAL JOUR ENFANTS LA FLORIDE;CHCB BAYONNE - HOPITAL DE JOUR ENFANTS LA FLORIDE;;ALL;FLORIDE;;;102.0;64;PYRENEES ATLANTIQUES;64100 BAYONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAYONNE
640018438;640780417;HOPITAL DE JOUR CAMBO;HOPITAL DE JOUR CAMBO;24.0;AV;D'ESPAGNE;;;160.0;64;PYRENEES ATLANTIQUES;64250 CAMBO LES BAINS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CAMBO LES BAINS
640018446;640780417;CHCB - HOPITAL JOUR ADULTES - ST JEAN;CHCB BAYONNE - HOPITAL DE JOUR ADULTES - ST-JEAN;19.0;AV;ANDRE ITHURRALDE;;;483.0;64;PYRENEES ATLANTIQUES;64500 ST JEAN DE LUZ;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JEAN DE LUZ
640019485;640780417;CHCB - SITE POLYCLINIQUE COTE BASQUE;CHCB - SITE POLYCLINIQUE COTE BASQUE;7.0;R;LEONCE GOYETCHE;;;483.0;64;PYRENEES ATLANTIQUES;64500 ST JEAN DE LUZ;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JEAN DE LUZ
640020715;640020707;EPS GARAZI;ETABLISSEMENT PUBLIC DE SANTE GARAZI;;;LE BOURG;;;275.0;64;PYRENEES ATLANTIQUES;64220 ISPOURE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ISPOURE
640780755;640780417;CHIC COTE BASQUE - ST JEAN DE LUZ;CHIC COTE BASQUE - ST JEAN DE LUZ;19.0;AV;ANDRE ITHURRALDE;;BP 249;483.0;64;PYRENEES ATLANTIQUES;64502 ST JEAN DE LUZ CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JEAN DE LUZ
640784278;640780417;CH COTE BASQUE - SITE CAM DE PRATS;CH COTE BASQUE - SITE CAM DE PRATS;;AV;CAM DE PRATS;;;102.0;64;PYRENEES ATLANTIQUES;64100 BAYONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAYONNE
640792859;640780813;"CENT DE PLANIF ""MAISON DU PAYS""";"CENTRE DE PLANIFICATION ""MAISON DU PAYS""";;R;GASTON DE FOIX;;;410.0;64;PYRENEES ATLANTIQUES;64150 MOURENX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MOURENX
650000045;650783160;CH TARBES LOURDES SITE LOURDES;CENTRE HOSPITALIER TARBES LOURDES SITE LOURDES;2.0;AV;ALEXANDRE MARQUI;;CS 90710;286.0;65;HAUTES PYRENEES;65107 LOURDES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LOURDES
650000052;650780166;CH BAGNERES DE BIGORRE;CENTRE HOSPITALIER DE BAGNERES DE BIGORRE;15.0;R;GAMBETTA;;BP 149;59.0;65;HAUTES PYRENEES;65201 BAGNERES DE BIGORRE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAGNERES DE BIGORRE
650000078;650780190;CH LE MONTAIGU ASTUGUE;CENTRE HOSPITALIER LE MONTAIGU;2.0;R;DES PYRENEES;;;43.0;65;HAUTES PYRENEES;65200 ASTUGUE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ASTUGUE
650000417;650783160;CH TARBES LOURDES GESPE SITE TARBES;CH TARBES LOURDES GESPE SITE TARBES;;BD;MAL DE LATTRE DE TASSIGNY;;BP 1330;440.0;65;HAUTES PYRENEES;65013 TARBES CEDEX 9;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TARBES 
650005606;650783160;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;CENTRE HOSPITALIER DE BIGORRE - ANTENNE CH BAGNERES DE BIGOR;15.0;R;GAMBETTA;;BP 419;59.0;65;HAUTES PYRENEES;65201 BAGNERES DE BIGORRE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAGNERES DE BIGORRE
650006034;650780174;MDA 65;MAISON DES ADOLESCENTS HAUTES PYRENEES;4.0;AV;DU REGIMENT DE BIGORRE;;;440.0;65;HAUTES PYRENEES;65000 TARBES;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TARBES
650006638;650783160;SSR SITE LABASTIDE CH LOURDES;SSR SITE LABASTIDE CH LOURDES;;CHE;DE LABASTIDE;;;286.0;65;HAUTES PYRENEES;65107 LOURDES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LOURDES
650780141;650783160;CH TARBES LOURDES SITE AYGUEROTE;CH TARBES LOURDES SITE AYGUEROTE TARBES;2.0;R;DE L'AYGUEROTE;;;440.0;65;HAUTES PYRENEES;65000 TARBES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TARBES
650780182;650783160;CH TARBES LOURDES FOURCADE SITE VIC;CH TARBES LOURDES HOPITAL FOURCADE SITE VIC EN BIGORRE;;R;PIERRE TROUILLE;;BP 50085;460.0;65;HAUTES PYRENEES;65503 VIC EN BIGORRE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VIC EN BIGORRE
650784218;650780174;CMC HOPITAUX DE LANNEMEZAN;CENTRE MEDICO CHIRURGICAL DES HOPITAUX DE LANNEMEZAN;644.0;RTE;DE TOULOUSE;;BP 90167;258.0;65;HAUTES PYRENEES;65300 LANNEMEZAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LANNEMEZAN
650785710;650783160;CH TARBES LOURDES LES ACACIAS SITE VIC;CH TARBES LOURDES HOPITAL LES ACACIAS SITE VIC EN BIGORRE;16.0;AV;DES ACACIAS;;;460.0;65;HAUTES PYRENEES;65500 VIC EN BIGORRE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VIC EN BIGORRE
650785983;650783160;CTRE PLANIF FAM CH TARBES LOURDES;CENTRE PLANIFICATION FAMILMIALE CH TARBES LOURDES;;BD;JEAN MOULIN;;;440.0;65;HAUTES PYRENEES;65000 TARBES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TARBES
650786759;650780166;CTRE PLANIF FAM CH BAGNERES DE BIGORRE;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE;15.0;R;GAMBETTA;;;59.0;65;HAUTES PYRENEES;65200 BAGNERES DE BIGORRE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAGNERES DE BIGORRE
650789761;650783160;CTRE PLANIF FAM CH TARBES LOURDES;CENTRE PLANIF FAMILIALE CH TARBES LOURDES SITE LOURDES;2.0;AV;ALEXANDRE MARQUI;;;286.0;65;HAUTES PYRENEES;65100 LOURDES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LOURDES
660000084;660780180;CH PERPIGNAN;CENTRE HOSPITALIER SAINT JEAN PERPIGNAN;20.0;AV;DU LANGUEDOC;;BP 49954;136.0;66;PYRENEES ORIENTALES;66046 PERPIGNAN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PERPIGNAN
660000167;660780271;CH PRADES;CENTRE HOSPITALIER DE PRADES;8.0;RTE;DE CATLLAR;;BP 94;149.0;66;PYRENEES ORIENTALES;66501 PRADES CEDEX;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PRADES
660008947;660780180;PLATE FORME SAMU SDIS 66;PLATE FORME SAMU SDIS 66;1.0;R;DU LIEUTENANT GOURBAULT;;BP 19935;136.0;66;PYRENEES ORIENTALES;66962 PERPIGNAN CEDEX 9;Centre Hospitalier (C.H.);Centres Hospitaliers;8425Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PERPIGNAN 
660009861;660780180;CH PERPIGNAN SMUR ANTENNE ERR;CH PERPIGNAN SMUR ANTENNE ERR;;R;DE CAL JOANET;;BP 8;67.0;66;PYRENEES ORIENTALES;66800 ERR;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ERR
660010117;660780180;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;12.0;BD;MERCADER;;BP 928;136.0;66;PYRENEES ORIENTALES;66020 PERPIGNAN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PERPIGNAN
660786823;660780180;LABORATOIRE DE BIOCHIMIE CH PERPIGNAN;LABORATOIRE DE BIOCHIMIE DU CENTRE HOSPITALIER;20.0;AV;DU LANGUEDOC;;;136.0;66;PYRENEES ORIENTALES;66000 PERPIGNAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PERPIGNAN
660786849;660780180;LABO CENTRE DEPT TRANSFUSION SANGUINE;LABORATOIRE DU CENTRE DEPARTEMENTAL DE TRANSFUSION SANGUINE;55.0;AV;DE LA SALANQUE;;;136.0;66;PYRENEES ORIENTALES;66000 PERPIGNAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PERPIGNAN
660786856;660780180;LABO ANATOMIE PATHOLOGIE CH PERPIGNAN;LABORATOIRE D'ANATOMIE PATHOLOGIQUE DU CENTRE HOSPITALIER;;AV;DU LANGUEDOC;;;136.0;66;PYRENEES ORIENTALES;66000 PERPIGNAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PERPIGNAN
670000041;670780071;HOPITAL LA GRAFENBOURG;HOPITAL LA GRAFENBOURG;7.0;R;ALEXANDRE MILLERAND;;BP 26;67.0;67;BAS RHIN;67171 BRUMATH CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRUMATH
670000157;670780337;CENTRE HOSPITALIER DE HAGUENAU;CENTRE HOSPITALIER DE HAGUENAU;64.0;AV;DU PROFESSEUR RENE LERICHE;;BP 40252;180.0;67;BAS RHIN;67504 HAGUENAU CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;HAGUENAU
670000165;670780345;CH SAINTE-CATHERINE DE SAVERNE;CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE;19.0;COTE;DE SAVERNE;;BP 20105;437.0;67;BAS RHIN;67703 SAVERNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SAVERNE
670000272;670780543;CH INTERCOMMUNAL DE LA LAUTER;CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER;24.0;RTE;DE WEILER;;BP 20003;544.0;67;BAS RHIN;67166 WISSEMBOURG CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;WISSEMBOURG
670000306;670780584;CENTRE HOSPITALIER DÉPARTEMENTAL;CENTRE HOSPITALIER DÉPARTEMENTAL DE BISCHWILLER;17.0;RTE;DE STRASBOURG;;BP 90 007;46.0;67;BAS RHIN;67241 BISCHWILLER CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BISCHWILLER
670000348;670780642;HOPITAL LOCAL DE MOLSHEIM;HOPITAL LOCAL DE MOLSHEIM;5.0;COUR;DES CHARTREUX;;BP 161;300.0;67;BAS RHIN;67120 MOLSHEIM;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MOLSHEIM
670000371;670780675;HOPITAL LOCAL DE ROSHEIM;HOPITAL LOCAL DE ROSHEIM;14.0;R;DU GENERAL DE GAULLE;;;411.0;67;BAS RHIN;67560 ROSHEIM;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROSHEIM
